Component Name,App type,Component Version,Product Name,Product Metric,Cloud Pak or FlexPoint Bundle,Entitled,Charged,Computer Name,Installation Path
IBM Tivoli Endpoint,Security (tivoli),3.7,IBM Cloud App Management Base,Managed Virtual Server,None,No,Yes,itlm45x1per1,/usr/lpp/Tivoli_Management_Agent.client/inst_root/opt/Tivoli/lcf/bin/aix4-r1/mrt
IBM Tivoli Endpoint,Security (tivoli),3.7,AIX 7.2 Standard Edition,Virtual Processor Core,None,No,No,itlm45x1per2,/opt/Tivoli/lcf/bin/aix4-r1/mrt
IBM Tivoli Endpoint,Security (tivoli),3.7,AIX 7.2 Standard Edition,Virtual Processor Core,None,No,No,t02rt08px,/usr/lpp/Tivoli_Management_Agent.client/inst_root/opt/Tivoli/lcf/bin/aix4-r1/mrt
IBM Tivoli Endpoint,Security (tivoli),3.7,AIX 7.2 Standard Edition,Virtual Processor Core,None,No,No,t01rt03px,/opt/Tivoli/lcf/bin/aix4-r1/mrt
IBM Tivoli Endpoint,Security (tivoli),3.7,AIX 7.2 Standard Edition,Virtual Processor Core,None,No,No,t01rt03px,/usr/lpp/Tivoli_Management_Agent.client/inst_root/opt/Tivoli/lcf/bin/aix4-r1/mrt
IBM Tivoli Endpoint,Security (tivoli),3.7,AIX 7.2 Standard Edition,Virtual Processor Core,None,No,No,t02rt04px,/opt/Tivoli/lcf/bin/aix4-r1/mrt
IBM Tivoli Endpoint,Security (tivoli),3.7,AIX 7.2 Standard Edition,Virtual Processor Core,None,No,No,t02rt04px,/usr/lpp/Tivoli_Management_Agent.client/inst_root/opt/Tivoli/lcf/bin/aix4-r1/mrt
IBM Tivoli Endpoint,Security (tivoli),3.7,AIX 7.2 Standard Edition,Virtual Processor Core,None,No,No,t02os02px,/opt/Tivoli/lcf/bin/aix4-r1/mrt
IBM Tivoli Endpoint,Security (tivoli),3.7,AIX 7.2 Standard Edition,Virtual Processor Core,None,No,No,t02os02px,/usr/lpp/Tivoli_Management_Agent.client/inst_root/opt/Tivoli/lcf/bin/aix4-r1/mrt
IBM Tivoli Endpoint,Security (tivoli),3.7,AIX 7.2 Standard Edition,Virtual Processor Core,None,No,No,t02rt12px,/opt/Tivoli/lcf/bin/aix4-r1/mrt
IBM Tivoli Endpoint,Security (tivoli),3.7,AIX 7.2 Standard Edition,Virtual Processor Core,None,No,No,t02rt12px,/usr/lpp/Tivoli_Management_Agent.client/inst_root/opt/Tivoli/lcf/bin/aix4-r1/mrt
IBM Tivoli Endpoint,Security (tivoli),3.7,AIX 7.2 Standard Edition,Virtual Processor Core,None,No,No,t02rt08px,/opt/Tivoli/lcf/bin/aix4-r1/mrt
IBM Tivoli System Automation for Multiplatforms,HA/DR  + software for AIX,3.2,IBM Tivoli Monitoring,Managed Device,IBM Cloud Pak for AIOps,No,No,itlm45x1per1,/var/opt/sam/lic
IBM Tivoli Security Compliance Manager Client,Security (tivoli),5.1,IBM Tivoli Security Compliance Manager Client,Unknown,None,No,Yes,itds45x1,/opt/IBM/SCM/client
IBM Tivoli Security Compliance Manager Client,Security (tivoli),5.1,"IBM SDK 5.0 for AIX Power 32, Java Technology",Unknown,None,No,No,bbbztda1,/opt/IBM/SCM/client
IBM Tivoli System Automation for Multiplatforms,HA/DR  + software for AIX,4.1,IBM Tivoli Monitoring,Managed Device,IBM Cloud Pak for AIOps,No,No,itds45x1,/opt/IBM/tsamp/sam/properties/version
IBM DB2 Advanced Workgroup Server Edition OEM Limited Use,Database,11.1,IBM Storage Protect Extended Edition,PVU,None,No,No,itsm45x9per2,/opt/tivoli/tsm/db2/properties/version
IBM DB2 Advanced Workgroup Server Edition OEM Limited Use,Database,11.1,IBM Storage Protect Extended Edition,PVU,None,No,No,itsm45x5per2,/opt/tivoli/tsm/db2/properties/version
IBM DB2 Advanced Workgroup Server Edition OEM Limited Use,Database,11.1,IBM Storage Protect Extended Edition,PVU,None,No,No,itsm45x1per1,/opt/tivoli/tsm/db2/properties/version
IBM DB2 Advanced Workgroup Server Edition OEM Limited Use,Database,11.1,IBM Storage Protect Extended Edition,PVU,None,No,No,itsm45x5per1,/opt/tivoli/tsm/db2/properties/version
IBM DB2 Advanced Workgroup Server Edition OEM Limited Use,Database,11.1,IBM Storage Protect Extended Edition,PVU,None,No,No,itsm45x8per2,/opt/tivoli/tsm/db2/properties/version
IBM DB2 Advanced Workgroup Server Edition OEM Limited Use,Database,11.1,IBM Storage Protect Extended Edition,PVU,None,No,No,itsm45x1per2,/opt/tivoli/tsm/db2/properties/version
IBM DB2 Advanced Workgroup Server Edition OEM Limited Use,Database,11.1,IBM Storage Protect Extended Edition,PVU,None,No,No,itsm45x4per1,/opt/tivoli/tsm/db2/properties/version
IBM DB2 Advanced Workgroup Server Edition OEM Limited Use,Database,11.1,IBM Storage Protect Extended Edition,PVU,None,No,No,itsm45x6per2,/opt/tivoli/tsm/db2/properties/version
IBM DB2 Advanced Workgroup Server Edition OEM Limited Use,Database,11.1,IBM Storage Protect Extended Edition,PVU,None,No,No,itsm45x9per1,/opt/tivoli/tsm/db2/properties/version
IBM DB2 Advanced Workgroup Server Edition OEM Limited Use,Database,11.1,IBM Storage Protect Extended Edition,PVU,None,No,No,itsm45x7per1,/opt/tivoli/tsm/db2/properties/version
IBM DB2 Advanced Workgroup Server Edition OEM Limited Use,Database,11.1,IBM Storage Protect Extended Edition,PVU,None,No,No,itsm45x6per1,/opt/tivoli/tsm/db2/properties/version
IBM DB2 Advanced Workgroup Server Edition OEM Limited Use,Database,11.1,IBM Storage Protect Extended Edition,PVU,None,No,No,itsm45x7per2,/opt/tivoli/tsm/db2/properties/version
IBM Tivoli Directory Server - Client,Clients,6.2,AIX 7.1 Enterprise Edition,STG Tier,None,No,No,itsm45x9per2,/opt/IBM/ldap/V6.2/etc
IBM Tivoli Directory Server - Client,Clients,6.2,AIX 7.1 Enterprise Edition,STG Tier,None,No,No,bbbztda1,/opt/IBM/ldap/V6.2/etc
IBM Tivoli Directory Server - Client,Clients,6.2,AIX 7.1 Enterprise Edition,STG Tier,None,No,No,itsm45x8per2,/opt/IBM/ldap/V6.2/etc
IBM Tivoli Directory Server - Client,Clients,6.2,AIX 7.1 Enterprise Edition,STG Tier,None,No,No,itsm45x9per1,/opt/IBM/ldap/V6.2/etc
IBM DB2 Enterprise Server Edition OEM Limited Use,Database,9.7,IBM DB2 Advanced Enterprise Server Edition OEM Limited Use,Free,None,No,No,itsm45x5per1,/opt/tivoli/tsm/db2_20111101_153237GMT/tivready
IBM DB2 Enterprise Server Edition OEM Limited Use,Database,10.5,IBM DB2 Advanced Enterprise Server Edition OEM Limited Use,Free,None,No,No,itds45x1,/opt/IBM/db2/V10.5/properties/version
IBM Storage Protect API,Storage,8.1,IBM Storage Protect Extended Edition,PVU,None,No,No,itsm45x5per2,/usr/tivoli/tsm/client/api/swidtag
IBM Storage Protect API,Storage,8.1,IBM Storage Protect Extended Edition,PVU,None,No,No,itsm45x1per1,/usr/tivoli/tsm/client/api/swidtag
IBM Storage Protect API,Storage,8.1,IBM Storage Protect Extended Edition,PVU,None,No,No,itsm45x1per2,/usr/tivoli/tsm/client/api/swidtag
IBM Storage Protect API,Storage,8.1,IBM Storage Protect Extended Edition,PVU,None,No,No,itsm45x8per2,/usr/tivoli/tsm/client/api/swidtag
IBM Storage Protect API,Storage,8.1,IBM Storage Protect Extended Edition,PVU,None,No,No,itsm45x5per1,/usr/tivoli/tsm/client/api/swidtag
IBM Storage Protect API,Storage,8.1,IBM Storage Protect Extended Edition,PVU,None,No,No,itsm45x4per1,/usr/tivoli/tsm/client/api/swidtag
IBM Storage Protect API,Storage,8.1,IBM Storage Protect Extended Edition,PVU,None,No,No,itsm45x6per2,/usr/tivoli/tsm/client/api/swidtag
IBM Storage Protect API,Storage,8.1,IBM Storage Protect Extended Edition,PVU,None,No,No,itsm45x7per1,/usr/tivoli/tsm/client/api/swidtag
IBM Storage Protect API,Storage,8.1,IBM Storage Protect Extended Edition,PVU,None,No,No,itsm45x6per1,/usr/tivoli/tsm/client/api/swidtag
IBM Storage Protect API,Storage,8.1,IBM Storage Protect Extended Edition,PVU,None,No,No,itsm45x9per1,/usr/tivoli/tsm/client/api/swidtag
IBM Storage Protect API,Storage,8.1,IBM Storage Protect Extended Edition,PVU,None,No,No,itsm45x9per2,/usr/tivoli/tsm/client/api/swidtag
IBM Storage Protect API,Storage,8.1,IBM Storage Protect Extended Edition,PVU,None,No,No,itsm45x7per2,/usr/tivoli/tsm/client/api/swidtag
IBM Storage Protect API,Storage,8.1,IBM Storage Protect Extended Edition,PVU,None,No,No,itlm45x1per1,/usr/tivoli/tsm/client/api/swidtag
IBM Storage Protect API,Storage,8.1,IBM Storage Protect Extended Edition,PVU,None,No,No,itlm45x1per2,/usr/tivoli/tsm/client/api/swidtag
IBM Spectrum Protect Client and VSS Requestor,Backup & recovery,7.1,IBM Storage Protect Extended Edition,PVU,None,No,Yes,t02rt02px,/usr/tivoli/tsm/client/ba/swidtag
IBM Spectrum Protect Client and VSS Requestor,Backup & recovery,7.1,IBM Storage Protect Extended Edition,PVU,None,No,Yes,t01rt03px,/usr/tivoli/tsm/client/ba/swidtag
IBM Spectrum Protect Client and VSS Requestor,Backup & recovery,7.1,IBM Storage Protect Extended Edition,PVU,None,No,Yes,t02os02px,/usr/tivoli/tsm/client/ba/swidtag
IBM Spectrum Protect Client and VSS Requestor,Backup & recovery,7.1,IBM Storage Protect Extended Edition,PVU,None,No,Yes,t02rt08px,/usr/tivoli/tsm/client/ba/swidtag
IBM Spectrum Protect Client and VSS Requestor,Backup & recovery,7.1,IBM Storage Protect Extended Edition,PVU,None,No,Yes,t02rt06px,/usr/tivoli/tsm/client/ba/swidtag
IBM Spectrum Protect Client and VSS Requestor,Backup & recovery,7.1,IBM Storage Protect Extended Edition,PVU,None,No,Yes,t02tp02px,/usr/tivoli/tsm/client/ba/swidtag
IBM Spectrum Protect Client and VSS Requestor,Backup & recovery,7.1,IBM Storage Protect Extended Edition,PVU,None,No,Yes,t01os01px,/usr/tivoli/tsm/client/ba/swidtag
IBM Spectrum Protect Client and VSS Requestor,Backup & recovery,7.1,IBM Storage Protect Extended Edition,PVU,None,No,Yes,t02rt12px,/usr/tivoli/tsm/client/ba/swidtag
IBM Spectrum Protect Client and VSS Requestor,Backup & recovery,7.1,IBM Storage Protect Extended Edition,PVU,None,No,Yes,t01rt01px,/usr/tivoli/tsm/client/ba/swidtag
IBM Spectrum Protect Client and VSS Requestor,Backup & recovery,7.1,IBM Storage Protect Extended Edition,PVU,None,No,Yes,t01rt05px,/usr/tivoli/tsm/client/ba/swidtag
IBM Spectrum Protect Client and VSS Requestor,Backup & recovery,7.1,IBM Storage Protect Extended Edition,PVU,None,No,Yes,t02rt04px,/usr/tivoli/tsm/client/ba/swidtag
IBM Spectrum Protect Client and VSS Requestor,Backup & recovery,7.1,IBM Storage Protect Extended Edition,PVU,None,No,Yes,t02ht02px,/usr/tivoli/tsm/client/ba/swidtag
IBM Spectrum Protect Client and VSS Requestor,Backup & recovery,7.1,IBM Storage Protect Extended Edition,PVU,None,No,Yes,t01rt11px,/usr/tivoli/tsm/client/ba/swidtag
IBM Tivoli Storage Manager Client,Storage,6.2,IBM Storage Protect Extended Edition,PVU,None,No,Yes,itlm45x1per1,/home/ieu71269/tsmusr.bak/ba/bin64
IBM Tivoli Storage Manager Client,Storage,6.2,IBM Storage Protect Extended Edition,PVU,None,No,Yes,itds45x1,/usr/tivoli/tsm/tivinv
IBM Tivoli Storage Manager Client,Storage,6.2,IBM Storage Protect Extended Edition,PVU,None,No,Yes,itds45x1,/usr/tivoli/tsm/client/ba/bin64
IBM Tivoli Storage Manager Client,Storage,6.2,IBM Storage Protect Extended Edition,PVU,None,No,Yes,t01rt07px,/usr/tivoli/tsm/tivinv
IBM Tivoli Storage Manager Client,Storage,6.2,IBM Storage Protect Extended Edition,PVU,None,No,Yes,t01rt07px,/usr/tivoli/tsm/client/ba/bin64
IBM Storage Protect API,Storage,7.1,IBM Storage Protect Extended Edition,PVU,None,No,No,t02rt02px,/usr/tivoli/tsm/client/api/swidtag
IBM Storage Protect API,Storage,7.1,IBM Storage Protect Extended Edition,PVU,None,No,No,t02rt06px,/usr/tivoli/tsm/client/api/swidtag
IBM Storage Protect API,Storage,7.1,IBM Storage Protect Extended Edition,PVU,None,No,No,t01rt01px,/usr/tivoli/tsm/client/api/swidtag
IBM Storage Protect API,Storage,7.1,IBM Storage Protect Extended Edition,PVU,None,No,No,t01rt05px,/usr/tivoli/tsm/client/api/swidtag
IBM Storage Protect API,Storage,7.1,IBM Storage Protect Extended Edition,PVU,None,No,No,t02tp02px,/usr/tivoli/tsm/client/api/swidtag
IBM Storage Protect API,Storage,7.1,IBM Storage Protect Extended Edition,PVU,None,No,No,t01os01px,/usr/tivoli/tsm/client/api/swidtag
IBM Storage Protect API,Storage,7.1,IBM Storage Protect Extended Edition,PVU,None,No,No,t02rt04px,/usr/tivoli/tsm/client/api/swidtag
IBM Storage Protect API,Storage,7.1,IBM Storage Protect Extended Edition,PVU,None,No,No,t01rt11px,/usr/tivoli/tsm/client/api/swidtag
IBM Storage Protect API,Storage,7.1,IBM Storage Protect Extended Edition,PVU,None,No,No,t02ht02px,/usr/tivoli/tsm/client/api/swidtag
IBM Storage Protect API,Storage,7.1,IBM Storage Protect Extended Edition,PVU,None,No,No,t01rt03px,/usr/tivoli/tsm/client/api/swidtag
IBM Storage Protect API,Storage,7.1,IBM Storage Protect Extended Edition,PVU,None,No,No,t02rt08px,/usr/tivoli/tsm/client/api/swidtag
IBM Storage Protect API,Storage,7.1,IBM Storage Protect Extended Edition,PVU,None,No,No,t02rt12px,/usr/tivoli/tsm/client/api/swidtag
IBM Storage Protect API,Storage,7.1,IBM Storage Protect Extended Edition,PVU,None,No,No,t02os02px,/usr/tivoli/tsm/client/api/swidtag
IBM Tivoli Monitoring - HMC Base Agent,Monitoring,6.2,IBM Tivoli Monitoring,Managed Device,IBM Cloud Pak for AIOps,No,Yes,t01rt11px,/opt/IBM/ITM/aix523/ph/bin
WebSphere Application Server - Base,IBM Application server,8.5,IBM WebSphere Application Server,Virtual Processor Core,None,No,Yes,t02tp02px,/opt/IBM/ITM/aix536/iw/properties/version
WebSphere Application Server - Base,IBM Application server,8.5,IBM WebSphere Application Server,Virtual Processor Core,None,No,Yes,t01tp01px,/opt/IBM/ITM/aix536/iw/properties/version
IBM Tivoli Netcool/OMNIbus Integrations - Probe for EIF,Monitoring,1,IBM Cloud App Management Base,Managed Virtual Server,None,No,No,t02os04pxtst,/tivrepos/EIF/patches/omnibus-aix5-probe-nco-p-tivoli-eif-10_0/data/platform/aix5/bin
IBM Tivoli Netcool/OMNIbus Integrations - Probe for EIF,Monitoring,1,IBM Cloud App Management Base,Managed Virtual Server,None,No,No,t02os04pxtst,/opt/IBM/tivoli/netcool/omnibus/platform/aix5/bin
IBM Tivoli Netcool/OMNIbus Integrations - Probe for EIF,Monitoring,1,IBM Cloud App Management Base,Managed Virtual Server,None,No,No,t02ht02px,/tivrepos/gsma/GSMA_Probe_Code_etc_Baseline_6.0/CZW72EN/patches/omnibus-aix5-probe-nco-p-tivoli-eif-10_0/data/platform/aix5/bin
IBM Tivoli Netcool/OMNIbus Integrations - Probe for EIF,Monitoring,1,IBM Cloud App Management Base,Managed Virtual Server,None,No,No,t02ht02px,/opt/IBM/tivoli/netcool/omnibus/platform/aix5/bin
IBM Tivoli Netcool/OMNIbus Integrations - Probe for EIF,Monitoring,1,IBM Cloud App Management Base,Managed Virtual Server,None,No,No,t02os02px,/opt/IBM/tivoli/netcool/omnibus/platform/aix5/bin
IBM Tivoli Netcool/OMNIbus Integrations - SNMP Probe,Monitoring,1,IBM Cloud App Management Base,Managed Virtual Server,None,No,No,t02rt02px,/opt/IBM/tivoli/netcool/omnibus/platform/aix5/bin
IBM Tivoli Netcool/OMNIbus Integrations - SNMP Probe,Monitoring,1,IBM Netcool Operations Insight Connection,Connection,None,No,Yes,t01rt01px,/opt/IBM/tivoli/netcool/omnibus/platform/aix5/bin
"IBM SDK 5.0 for AIX Power 32, Java Technology",SDK software developer kit,5,"IBM SDK 5.0 for AIX Power 32, Java Technology",Unknown,None,No,Yes,t02rt02px,/tivrepos/ncosys/.acsi_ncosys/docs
"IBM SDK 5.0 for AIX Power 32, Java Technology",SDK software developer kit,5,"IBM SDK 5.0 for AIX Power 32, Java Technology",Unknown,None,No,Yes,t01os01px,/home/ncosys/.acsi_ncosys/docs
"IBM SDK 5.0 for AIX Power 32, Java Technology",SDK software developer kit,5,"IBM SDK 5.0 for AIX Power 32, Java Technology",Unknown,None,No,Yes,t02os04pxtst,/opt/IBM/tivoli/netcool/platform/aix5/jre_1.5.6/docs
"IBM SDK 5.0 for AIX Power 32, Java Technology",SDK software developer kit,5,"IBM SDK 5.0 for AIX Power 32, Java Technology",Unknown,None,No,Yes,t02rt02px,/home/ncosys/.acsi_ncosys/docs
"IBM SDK 5.0 for AIX Power 32, Java Technology",SDK software developer kit,5,"IBM SDK 5.0 for AIX Power 32, Java Technology",Unknown,None,No,Yes,bbbztda1,/opt/IBM/SCM/_jvm-client/docs
"IBM SDK 5.0 for AIX Power 32, Java Technology",SDK software developer kit,5,"IBM SDK 5.0 for AIX Power 32, Java Technology",Unknown,None,No,Yes,bbbztda1,/opt/ibm/IE02/2.0.0/jre/docs
"IBM SDK 5.0 for AIX Power 32, Java Technology",SDK software developer kit,5,"IBM SDK 5.0 for AIX Power 32, Java Technology",Unknown,None,No,Yes,t02os02px,/opt/IBM/tivoli/netcool/jre/docs
"IBM SDK 5.0 for AIX Power 32, Java Technology",SDK software developer kit,5,"IBM SDK 5.0 for AIX Power 32, Java Technology",Unknown,None,No,Yes,t02os02px,/home/ncosys/.acsi_ncosys/docs
"IBM SDK 5.0 for AIX Power 32, Java Technology",SDK software developer kit,5,"IBM SDK 5.0 for AIX Power 32, Java Technology",Unknown,None,No,Yes,t02os02px,/opt/IBM/tivoli/netcool/platform/aix5/jre_1.5.6/docs
WebSphere Application Server Network Deployment,IBM Application server,8.5,IBM WebSphere Application Server Network Deployment,Virtual Processor Core,None,No,Yes,itds45x1,/usr/IBM/WebSphere/AppServer/properties/version
IBM License Metric Tool,License tool,9.2,IBM License Metric Tool,Establishment,None,No,No,SS4198FN,C:\Program Files\ansible\GTS\ILMT\iso-swid
IBM License Metric Tool,License tool,9.2,IBM License Metric Tool,Establishment,None,No,No,SS4198FK,C:\Program Files\ansible\GTS\ILMT\iso-swid
IBM License Metric Tool,License tool,9.2,IBM License Metric Tool,Establishment,None,No,No,VM000004364,C:\Program Files\ansible\GTS\ILMT\iso-swid
IBM License Metric Tool,License tool,9.2,IBM License Metric Tool,Establishment,None,No,No,VM000004656,C:\Program Files\ansible\GTS\ILMT\iso-swid
IBM License Metric Tool,License tool,9.2,IBM License Metric Tool,Establishment,None,No,No,VM000001147,C:\Program Files\ansible\GTS\ILMT\iso-swid
IBM License Metric Tool,License tool,9.2,IBM License Metric Tool,Establishment,None,No,No,VM000005497,C:\Program Files\ansible\gts\ILMT\iso-swid
IBM License Metric Tool,License tool,9.2,IBM License Metric Tool,Establishment,None,No,No,VM000004544,C:\Program Files\ansible\GTS\ILMT\iso-swid
IBM License Metric Tool,License tool,9.2,IBM License Metric Tool,Establishment,None,No,No,VM000001150,C:\Program Files\ansible\GTS\ILMT\iso-swid
IBM License Metric Tool,License tool,9.2,IBM License Metric Tool,Establishment,None,No,No,VM000005489,C:\Program Files\ansible\gts\ILMT\iso-swid
IBM License Metric Tool,License tool,9.2,IBM License Metric Tool,Establishment,None,No,No,VM000004469,C:\Program Files\ansible\GTS\ILMT\iso-swid
IBM License Metric Tool,License tool,9.2,IBM License Metric Tool,Establishment,None,No,No,VM000004655,C:\Program Files\ansible\GTS\ILMT\iso-swid
IBM License Metric Tool,License tool,9.2,IBM License Metric Tool,Establishment,None,No,No,VM000004540,C:\Program Files\ansible\GTS\ILMT\iso-swid
IBM License Metric Tool,License tool,9.2,IBM License Metric Tool,Establishment,None,No,No,VM000005486,C:\Program Files\ansible\gts\ILMT\iso-swid
IBM License Metric Tool,License tool,9.2,IBM License Metric Tool,Establishment,None,No,No,VM000004542,C:\Program Files\ansible\GTS\ILMT\iso-swid
IBM License Metric Tool,License tool,9.2,IBM License Metric Tool,Establishment,None,No,No,VM000003620,C:\Program Files\ansible\GTS\ILMT\iso-swid
IBM License Metric Tool,License tool,9.2,IBM License Metric Tool,Establishment,None,No,No,VM000004219,C:\Program Files\ansible\GTS\ILMT\iso-swid
IBM License Metric Tool,License tool,9.2,IBM License Metric Tool,Establishment,None,No,No,VM000004281,C:\Program Files\ansible\GTS\ILMT\iso-swid
IBM License Metric Tool,License tool,9.2,IBM License Metric Tool,Establishment,None,No,No,VM000004534,C:\Program Files\ansible\GTS\ILMT\iso-swid
IBM License Metric Tool,License tool,9.2,IBM License Metric Tool,Establishment,None,No,No,VM000004538,C:\Program Files\ansible\GTS\ILMT\iso-swid
IBM License Metric Tool,License tool,9.2,IBM License Metric Tool,Establishment,None,No,No,VM000003614,C:\Program Files\ansible\GTS\ILMT\iso-swid
IBM License Metric Tool,License tool,9.2,IBM License Metric Tool,Establishment,None,No,No,VM000004575,C:\Program Files\ansible\GTS\ILMT\iso-swid
IBM License Metric Tool,License tool,9.2,IBM License Metric Tool,Establishment,None,No,No,VM000004473,C:\Program Files\ansible\GTS\ILMT\iso-swid
IBM License Metric Tool,License tool,9.2,IBM License Metric Tool,Establishment,None,No,No,VM000004543,C:\Program Files\ansible\GTS\ILMT\iso-swid
IBM License Metric Tool,License tool,9.2,IBM License Metric Tool,Establishment,None,No,No,VM000004468,C:\Program Files\ansible\GTS\ILMT\iso-swid
IBM License Metric Tool,License tool,9.2,IBM License Metric Tool,Establishment,None,No,No,VM000004276,C:\Program Files\ansible\GTS\ILMT\iso-swid
IBM License Metric Tool,License tool,9.2,IBM License Metric Tool,Establishment,None,No,No,VM000005493,C:\Program Files\ansible\gts\ILMT\iso-swid
IBM License Metric Tool,License tool,9.2,IBM License Metric Tool,Establishment,None,No,No,VM000004285,C:\Program Files\ansible\GTS\ILMT\iso-swid
IBM License Metric Tool,License tool,9.2,IBM License Metric Tool,Establishment,None,No,No,VM000004259,C:\Program Files\ansible\GTS\ILMT\iso-swid
IBM License Metric Tool,License tool,9.2,IBM License Metric Tool,Establishment,None,No,No,VM000003323,C:\Program Files\ansible\GTS\ILMT\iso-swid
IBM License Metric Tool,License tool,9.2,IBM License Metric Tool,Establishment,None,No,No,VM000004951,C:\Program Files\ansible\GTS\ILMT\iso-swid
IBM License Metric Tool,License tool,9.2,IBM License Metric Tool,Establishment,None,No,No,VM000004417,C:\Program Files\ansible\GTS\ILMT\iso-swid
IBM License Metric Tool,License tool,9.2,IBM License Metric Tool,Establishment,None,No,No,VM000004541,C:\Program Files\ansible\GTS\ILMT\iso-swid
IBM License Metric Tool,License tool,9.2,IBM License Metric Tool,Establishment,None,No,No,VM000004573,C:\Program Files\ansible\GTS\ILMT\iso-swid
IBM License Metric Tool,License tool,9.2,IBM License Metric Tool,Establishment,None,No,No,VM000004288,C:\Program Files\ansible\GTS\ILMT\iso-swid
IBM License Metric Tool,License tool,9.2,IBM License Metric Tool,Establishment,None,No,No,VM000004533,C:\Program Files\ansible\GTS\ILMT\iso-swid
IBM License Metric Tool,License tool,9.2,IBM License Metric Tool,Establishment,None,No,No,VM000004411,C:\Program Files\ansible\GTS\ILMT\iso-swid
IBM License Metric Tool,License tool,9.2,IBM License Metric Tool,Establishment,None,No,No,VM000004327,C:\Program Files\ansible\GTS\ILMT\iso-swid
IBM License Metric Tool,License tool,9.2,IBM License Metric Tool,Establishment,None,No,No,VM000004279,C:\Program Files\ansible\GTS\ILMT\iso-swid
IBM License Metric Tool,License tool,9.2,IBM License Metric Tool,Establishment,None,No,No,VM000002467,C:\Program Files\ansible\GTS\ILMT\iso-swid
IBM License Metric Tool,License tool,9.2,IBM License Metric Tool,Establishment,None,No,No,VM000004578,C:\Program Files\ansible\GTS\ILMT\iso-swid
IBM License Metric Tool,License tool,9.2,IBM License Metric Tool,Establishment,None,No,No,VM000004535,C:\Program Files\ansible\GTS\ILMT\iso-swid
IBM License Metric Tool,License tool,9.2,IBM License Metric Tool,Establishment,None,No,No,VM000004278,C:\Program Files\ansible\GTS\ILMT\iso-swid
IBM License Metric Tool,License tool,9.2,IBM License Metric Tool,Establishment,None,No,No,VM000004583,C:\Program Files\ansible\GTS\ILMT\iso-swid
IBM License Metric Tool,License tool,9.2,IBM License Metric Tool,Establishment,None,No,No,VM000004407,C:\Program Files\ansible\GTS\ILMT\iso-swid
IBM License Metric Tool,License tool,9.2,IBM License Metric Tool,Establishment,None,No,No,VM000005488,C:\Program Files\ansible\gts\ILMT\iso-swid
IBM License Metric Tool,License tool,9.2,IBM License Metric Tool,Establishment,None,No,No,VM000001477,X:\Program Files\ansible\GTS\ILMT\iso-swid
IBM License Metric Tool,License tool,9.2,IBM License Metric Tool,Establishment,None,No,No,VM000004537,C:\Program Files\ansible\GTS\ILMT\iso-swid
IBM License Metric Tool,License tool,9.2,IBM License Metric Tool,Establishment,None,No,No,VM000003621,C:\Program Files\ansible\GTS\ILMT\iso-swid
IBM License Metric Tool,License tool,9.2,IBM License Metric Tool,Establishment,None,No,No,VM000004975,C:\Program Files\ansible\GTS\ILMT\iso-swid
IBM License Metric Tool,License tool,9.2,IBM License Metric Tool,Establishment,None,No,No,VM000004536,C:\Program Files\ansible\GTS\ILMT\iso-swid
IBM License Metric Tool,License tool,9.2,IBM License Metric Tool,Establishment,None,No,No,VM000004416,C:\Program Files\ansible\GTS\ILMT\iso-swid
IBM License Metric Tool,License tool,9.2,IBM License Metric Tool,Establishment,None,No,No,VM000005494,C:\Program Files\ansible\gts\ILMT\iso-swid
IBM License Metric Tool,License tool,9.2,IBM License Metric Tool,Establishment,None,No,No,VM000004282,C:\Program Files\ansible\GTS\ILMT\iso-swid
IBM License Metric Tool,License tool,9.2,IBM License Metric Tool,Establishment,None,No,No,VM000003328,C:\Program Files\ansible\GTS\ILMT\iso-swid
IBM License Metric Tool,License tool,9.2,IBM License Metric Tool,Establishment,None,No,No,VM000004584,C:\Program Files\ansible\GTS\ILMT\iso-swid
IBM License Metric Tool,License tool,9.2,IBM License Metric Tool,Establishment,None,No,No,VM000004470,C:\Program Files\ansible\GTS\ILMT\iso-swid
IBM License Metric Tool,License tool,9.2,IBM License Metric Tool,Establishment,None,No,No,VM000004582,C:\Program Files\ansible\GTS\ILMT\iso-swid
IBM License Metric Tool,License tool,9.2,IBM License Metric Tool,Establishment,None,No,No,VM000004472,C:\Program Files\ansible\GTS\ILMT\iso-swid
IBM License Metric Tool,License tool,9.2,IBM License Metric Tool,Establishment,None,No,No,VM000004478,C:\Program Files\ansible\GTS\ILMT\iso-swid
IBM License Metric Tool,License tool,9.2,IBM License Metric Tool,Establishment,None,No,No,VM000004574,C:\Program Files\ansible\GTS\ILMT\iso-swid
IBM License Metric Tool,License tool,9.2,IBM License Metric Tool,Establishment,None,No,No,VM000004477,C:\Program Files\ansible\GTS\ILMT\iso-swid
IBM License Metric Tool,License tool,9.2,IBM License Metric Tool,Establishment,None,No,No,VM000004539,C:\Program Files\ansible\GTS\ILMT\iso-swid
IBM License Metric Tool,License tool,9.2,IBM License Metric Tool,Establishment,None,No,No,VM000005487,C:\Program Files\ansible\gts\ILMT\iso-swid
IBM License Metric Tool,License tool,9.2,IBM License Metric Tool,Establishment,None,No,No,VM000005490,C:\Program Files\ansible\gts\ILMT\iso-swid
IBM License Metric Tool,License tool,9.2,IBM License Metric Tool,Establishment,None,No,No,VM000004475,C:\Program Files\ansible\GTS\ILMT\iso-swid
